shot_idx,shot_serial,shot_start_time,LocalVariables.ScanID3,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalMotVariables2.MotDetuningCompressed,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.UnloadLatticeXPower,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ShotTypeID,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,LocalVariables.ScanID2,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.DMDModulationOffset,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,LocalVariables.ScanID4,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.DMDModulationFrequency,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.SecondDMD1RampPower,LocalVariables.DMDID,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalLatticeVariables2.UnloadLatticeYPower,LocalVariables.DMDID2,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,LocalVariables.ScanID5,GlobalLatticeVariables2.IsDMDLatticeModulation,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.NematicLatticeModulationFrequency
154,154,2025/10/05 00:41:23,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,34.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
155,155,2025/10/05 00:41:42,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,35.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_6p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
156,156,2025/10/05 00:42:00,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,36.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
157,157,2025/10/05 00:42:19,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,37.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
158,158,2025/10/05 00:42:37,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,38.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
159,159,2025/10/05 00:42:56,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,39.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_8p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
160,160,2025/10/05 00:43:14,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,40.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
161,161,2025/10/05 00:43:33,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,41.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
162,162,2025/10/05 00:43:51,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,42.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
163,163,2025/10/05 00:44:09,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,43.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_10p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
164,164,2025/10/05 00:44:28,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,44.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
165,165,2025/10/05 00:44:47,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,45.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
166,166,2025/10/05 00:45:05,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,46.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
167,167,2025/10/05 00:45:22,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,47.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_12p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
168,168,2025/10/05 00:45:40,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,48.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
169,169,2025/10/05 00:45:59,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,49.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_16n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
170,170,2025/10/05 00:46:17,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,50.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
171,171,2025/10/05 00:46:36,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,51.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_16p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
172,172,2025/10/05 00:46:54,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,52.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
173,173,2025/10/05 00:47:13,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,53.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
174,174,2025/10/05 00:47:31,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,54.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
175,175,2025/10/05 00:47:50,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,55.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_20p.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
176,176,2025/10/05 00:48:08,0.0,1.5,854000000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.001,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,56.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,300000000.0,0.0,0,100000.0,450000000.0,0.0,0.005,0.0,228200000.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,500.0,0.0,932600000.0,0.0225,0.0,0.1,0.02,200.0,4.9999999999999996e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,0.0,590.0,200.0
177,177,2025/10/05 00:48:27,0.0,1.5,1010900000.0,0.0,0.0225,0,0,-6000000.0,1.0,0.174746,0.032,0.04,620000000.0,0.3,0.0,0.975,0.0,93.0,0.00025,773000000.0,0.018000000000000002,0.0,0.03,0.0,0.1634945,0.00235,0.78,0.0,0,2.9999999999999997e-05,0.0225,57.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',1.3,0.875,0.0,9.999999999999999e-06,0.0,766000000.0,0.0,0,100000.0,605500000.0,0.7,0.005,0.0,83506780.0,0.0,0.03,b'251001_dmd0_iterative_compensation_pinning_4n.pkl',0.03,0.02,0.2,0.48,0.0,0.03,10.0,1.0,0.1,2.5,610.0,0.0,1088300000.0,0.0225,0.0,0.1,0.02,200.0,9.999999999999999e-06,0.035,0.03,0.01125,0.05,550.0,0.01,0.014,0.0,0,0.007,0.0,-1.4999999999999999e-05,0.0,0,1.0,590.0,200.0
